uce	aristochromis_christiae_ID25	astatotilapia_burtoni_ID32	aulonocara_stuartgranti_ID26	bathybates_minor_ID90	boulengerochromis_microlepis_ID79	capidochromis_eucinostomus_ID12	chalinochromis_brichardi_ID57	cheilotilapia_euchilus_ID23	cheilotilapia_rhodessi_ID24	copadichromis_trimaculatus_ID18	cyathichromis_obliquidens_ID3	cyprichromis_pavo_ID84	docimodus_evelynae_ID10	ectodus_descampsii_ID55	eretmodus_cyanostictus_ID82	fossorichromis_rostratus_ID28	genyochromis_mento_ID7	gnathochromis_permaxillaris_ID60	haplochromis_thereuterion_ID71	haplotaxodon_microlepis_ID77	harpagochromis_golden_duck_ID73	harpagochromis_orange_rock_hunter_ID89	harpagochromis_serranus_ID87	harpagochromis_two_stripe_white_lip_ID88	hemitilapia_oxyrhynchus_ID15	julidochromis_dickfeldi_ID45	labeotropheus_fullbornei_ID8	labeotropheus_trewavase_ID6	labidochromis_gigas_ID30	lamprologus_callipterus_ID56	lamprologus_signatus_ID70	lamprologus_speciosus_ID65	lepidiolamprologus_attenuatus_ID47	lepidiolamprologus_boulengeri_ID36	lepidiolamprologus_hecqui_ID58	lepidiolamprologus_leimairii_ID69	lepidiolamprologus_meeli_kipili_ID40	lepidiolamprologus_nkambae_ID41	lepidiolamprologus_profundicola_ID76	lepidolamprologus_elongatus_ID34	limnochromis_auritus_ID38	lipochromis_parvidens_ID74	melanochromis_auratus_ID4	melanochromis_kaskazini_ID33	metriaclima_greshakae_ID11	metriaclima_patricki_ID22	neolamprologus_bifasciatus_ID80	neolamprologus_brichardi_ID50	neolamprologus_cylindricus_ID68	neolamprologus_fasciatus_ID86	neolamprologus_furcifer_ID66	neolamprologus_helianthus_ID83	neolamprologus_longicaudata_ID54	neolamprologus_longior_ID35	neolamprologus_modestus_ID61	neolamprologus_niger_ID59	neolamprologus_nigriventer_ID67	neolamprologus_obscurus_ID53	neolamprologus_olivaceous_ID85	neolamprologus_prochilus_ID51	neolamprologus_pulcher_ID42	neolamprologus_savoryi_ID39	neolamprologus_sexfasciatus_ID63	neolamprologus_tetracanthus_ID46	neolamprologus_walteri_ID52	nimbochromis_polystigma_ID2	ophthalmotilapia_boops_ID44	ophthalmotilapia_nasuta_ID37	otopharynx_heterodon_ID13	otopharynx_lithobates_ID16	otopharynx_picta_ID14	petrotilapia_nigra_ID9	placidochromis_electra_ID21	placidochromis_milomo_ID17	prognathochromis_perrieri_ID49	psedotropheus_crabro_ID27	pseudotropheus_flavus_ID19	ptyochromis_cf_ID72	pundamila_pundamila_ID75	pyxichromis_orthostoma_ID62	rhamphochromis_longiceps_ID81	simochromis_babaulti_ID48	stigmatochromis_woodei_ID20	taeniolethrinops_preorbitalis_ID29	telmatochromis_dhonti_ID43	telmatochromis_temporalis_ID64	trematochromis_benthicola_ID78	tropheops_microstoma_ID1	tyrannochromis_nigriventer_ID5	variabilichromis_moorii_ID31
uce-682	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	.	1	1	1	1	.	1	1	1	1	.	1	1	1	1	.	1	.	.
uce-681	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-680	1	1	.	.	.	1	.	.	1	1	1	.	1	.	.	.	1	.	.	.	.	.	.	.	1	.	1	1	1	.	1	1	.	.	.	.	.	.	.	.	.	.	.	1	1	1	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	1	1	1	1	1	.	.	1	.	.	1	1	.	1	1	.	.	1	1	.	.
uce-687	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-686	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	.	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	.	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1
uce-685	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-684	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-1188	1	1	1	1	1	1	1	1	.	1	1	.	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	.	1	1	.	1	1	1	.	1	1	1	.	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	.	1	1	1	1
uce-1189	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1
uce-689	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	.	1	1	1	1	1
uce-688	1	1	1	1	1	1	1	.	.	1	.	1	.	1	1	.	.	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	.	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	.	.	1	.	1	.	1	.	.	1	1	.	1	1	.	.	.	1	1	.	1
uce-1067	.	1	.	1	.	.	.	.	.	1	1	1	.	1	.	1	.	1	.	1	.	1	1	1	1	.	.	.	.	1	1	.	.	.	1	1	1	.	.	.	1	.	.	.	.	1	.	.	.	.	1	.	1	1	1	.	.	1	1	1	1	.	1	.	.	1	.	.	.	1	1	.	.	.	.	.	1	1	.	.	1	.	.	.	.	.	1	.	.	.
uce-1066	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-1065	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-1064	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-1063	1	1	.	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1
uce-1062	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-99	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	.	1	1	.	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1
uce-98	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	.	1	1	.	1	.	1	1	1	1	1	1	1	1	1	.	.	.	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-97	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-96	1	1	1	.	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.
uce-95	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-94	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-93	1	1	1	1	.	1	1	1	.	1	1	1	.	1	1	1	1	1	.	1	.	1	1	1	.	1	1	1	1	.	1	.	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	.	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1
uce-92	1	1	1	1	1	.	1	1	.	1	.	1	1	.	1	1	1	.	1	1	.	1	1	1	1	.	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	.	.	.	.	1	1	.	1	1	1	1	1	1	1	.	1	1	.	1	1	.	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-91	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1
uce-926	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	.	1
uce-924	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1
uce-921	1	.	.	1	.	1	1	1	1	1	1	1	1	.	1	1	1	.	1	.	1	.	1	1	1	1	.	1	1	1	1	.	.	.	1	.	.	.	1	1	1	.	1	1	.	1	1	.	1	.	.	1	.	1	1	1	.	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	.	.	1	1	1	1
uce-889	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	.	1	1	.	1	.	.	1	1	.	1	1	1	1	1	.	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	.	.	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1
uce-888	1	1	1	.	.	.	1	1	1	1	1	1	.	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	.
uce-920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-657	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-885	1	.	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	.	.	.	1	.	1	.	.	.	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1
uce-884	1	1	1	1	1	1	1	.	.	.	1	1	.	1	1	1	1	.	1	1	.	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	.	.	1	.	.	1	1	.	.	1	1	1	1	1	1	1	.	1	.	1	.	1	1	1	1	1	1	.	.	.	.	.	.	.	1	1	1	.	.	.	1	1	.	1	1	.	1	.	1	1	.	.	1
uce-887	.	.	1	1	1	1	1	1	.	1	.	.	1	1	1	1	.	1	1	.	.	.	1	1	1	.	1	1	1	1	.	1	.	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	.	1	1	1	1	.	1	.	.	1	1	.	.	.	.	1	1
uce-886	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1
uce-881	.	.	.	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.
uce-880	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	.	1	1	1	.	1	1	1	1	1	1	.	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	.
uce-883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	.	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	.	1	1	1	.	1	1	1	1	1	.
uce-882	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	.	1	1	1	1	1	1	1	.	1	1	.	.	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.
uce-391	1	.	1	1	1	1	1	1	1	.	1	.	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	.	1	.	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	.	.	1	1	1	1	1	1	1	.	1	1	1	1	.	1	.	1	1	1	1	.
uce-390	1	1	1	1	1	1	.	1	.	1	1	.	1	1	.	.	1	.	.	.	1	.	1	1	1	1	.	.	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	.	1	.	.	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	.	.	1	1	.	.	1	1	1	1	.	.	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1
uce-393	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	.	1	1	.	1	.	1	.	.	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	.	1	1	.	1	1	1	1	1	1	1	.	.	1	.	1	.	.	1	1	.	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1
uce-392	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1
uce-395	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	.	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1
uce-394	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-397	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.
uce-396	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1
uce-399	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	.	1	.	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1
uce-398	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-720	.	1	.	.	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1
uce-867	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1
uce-866	.	1	1	.	.	1	.	1	1	1	1	.	1	.	.	.	.	.	.	.	.	.	.	.	1	.	1	1	1	.	1	1	.	.	.	.	.	.	.	.	.	.	.	1	1	1	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	1	1	1	1	1	1	.	.	1	.	.	1	1	.	1	1	.	.	1	1	.	.
uce-865	.	1	1	1	1	1	.	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	.	1	1	1	1	.	.	1	1	.	1	1	1	1	1	.	.	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-864	1	.	1	1	1	1	1	.	1	1	.	1	1	1	.	1	1	1	.	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	.	.	1	1	.	.	.	.	1	1	1	.	1	1	1	1	1	1	.	1	1	1
uce-863	.	.	.	1	1	.	.	.	.	.	.	1	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	1	1	.	.	1	.	1	.	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-862	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	.	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	.	1	.	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1
uce-861	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-860	1	.	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	.	1	1	1	1	1	1	1	.	1	.	.	.	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	.	.	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	.
uce-918	.	1	1	1	1	.	.	.	1	.	1	.	1	1	.	.	1	1	1	.	1	1	1	1	1	1	.	1	1	.	1	1	1	.	1	.	1	1	1	1	.	1	.	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	.	.	1	.	.	1	1	1	.
uce-869	1	1	1	.	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	.	1	1	1	1	1	1
uce-868	.	.	.	.	1	.	.	.	.	.	.	.	.	1	.	.	.	1	.	.	.	1	1	1	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	1	1	.	.	.	1	1	.	1	1	1	1	.	.	.	.	.	.	.	.	.	.	1	.	.	1	.	.	.	.	.	1	.	1	.	.	1	.	1	.	.	.
uce-1119	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-925	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1
